--------------------------------------
| rollout/                |          |
|    mimic_contact_reward | 0.056     |
|    mimic_ee_reward      | 0.00398   |
|    mimic_qpos_reward    | 0.0359    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 66        |
|    time_elapsed         | 863       |
|    total_timesteps      | 270336    |
| train/                  |           |
|    approx_kl            | 10.182554 |
|    clip_fraction        | 0.964     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.868     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.311     |
|    n_updates            | 195       |
|    policy_gradient_loss | 0.325     |
|    std                  | 0.02      |
|    value_loss           | 0.19      |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 23.8      |
|    ep_reward_mean       | 3.87      |
|    mimic_body_reward    | 0.0712    |
|    mimic_body_vel_re... | 0.0158    |
|    mimic_contact_reward | 0.05      |
|    mimic_ee_reward      | 0.00209   |
|    mimic_qpos_reward    | 0.0248    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 67        |
|    time_elapsed         | 876       |
|    total_timesteps      | 274432    |
| train/                  |           |
|    approx_kl            | 10.468677 |
|    clip_fraction        | 0.968     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.833     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.364     |
|    n_updates            | 198       |
|    policy_gradient_loss | 0.298     |
|    std                  | 0.02      |
|    value_loss           | 0.233     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 23.4      |
|    ep_reward_mean       | 3.86      |
|    mimic_body_reward    | 0.0724    |
|    mimic_body_vel_re... | 0.0207    |
|    mimic_contact_reward | 0.054     |
|    mimic_ee_reward      | 0.00511   |
|    mimic_qpos_reward    | 0.0456    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 68        |
|    time_elapsed         | 889       |
|    total_timesteps      | 278528    |
| train/                  |           |
|    approx_kl            | 12.831806 |
|    clip_fraction        | 0.968     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.862     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.396     |
|    n_updates            | 201       |
|    policy_gradient_loss | 0.327     |
|    std                  | 0.02      |
|    value_loss           | 0.203     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 24.7      |
|    ep_reward_mean       | 4.14      |
|    mimic_body_reward    | 0.0515    |
|    mimic_body_vel_re... | 0.01      |
|    mimic_contact_reward | 0.036     |
|    mimic_ee_reward      | 0.0022    |
|    mimic_qpos_reward    | 0.0233    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 69        |
|    time_elapsed         | 903       |
|    total_timesteps      | 282624    |
| train/                  |           |
|    approx_kl            | 10.156212 |
|    clip_fraction        | 0.969     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.902     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.27      |
|    n_updates            | 204       |
|    policy_gradient_loss | 0.322     |
|    std                  | 0.02      |
|    value_loss           | 0.134     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 24.3      |
|    ep_reward_mean       | 3.89      |
|    mimic_body_reward    | 0.0357    |
|    mimic_body_vel_re... | 0.0104    |
|    mimic_contact_reward | 0.038     |
|    mimic_ee_reward      | 0.00178   |
|    mimic_qpos_reward    | 0.0143    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 313       |
|    iterations           | 70        |
|    time_elapsed         | 916       |
|    total_timesteps      | 286720    |
| train/                  |           |
|    approx_kl            | 12.489436 |
|    clip_fraction        | 0.969     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.902     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.321     |
|    n_updates            | 207       |
|    policy_gradient_loss | 0.276     |
|    std                  | 0.02      |
|    value_loss           | 0.136     |
---------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 25.8     |
|    ep_reward_mean       | 3.91     |
|    mimic_body_reward    | 0.0692   |
|    mimic_body_vel_re... | 0.0238   |
|    mimic_contact_reward | 0.05     |
|    mimic_ee_reward      | 0.0043   |
|    mimic_qpos_reward    | 0.0242   |
|    mimic_qvel_reward    | 0        |
| time/                   |          |
|    fps                  | 312      |
|    iterations           | 71       |
|    time_elapsed         | 929      |
|    total_timesteps      | 290816   |
| train/                  |          |
|    approx_kl            | 9.144659 |
|    clip_fraction        | 0.967    |
|    clip_range           | 0.2      |
|    entropy_loss         | 57.3     |
|    explained_variance   | 0.902    |
|    learning_rate        | 0.0001   |
|    loss                 | 0.239    |
|    n_updates            | 210      |
|    policy_gradient_loss | 0.3      |
|    std                  | 0.02     |
|    value_loss           | 0.136    |
--------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 24.6      |
|    ep_reward_mean       | 4.08      |
|    mimic_body_reward    | 0.057     |
|    mimic_body_vel_re... | 0.00826   |
|    mimic_contact_reward | 0.048     |
|    mimic_ee_reward      | 0.00462   |
|    mimic_qpos_reward    | 0.0318    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 313       |
|    iterations           | 72        |
|    time_elapsed         | 942       |
|    total_timesteps      | 294912    |
| train/                  |           |
|    approx_kl            | 9.8724575 |
|    clip_fraction        | 0.971     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.878     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.316     |
|    n_updates            | 213       |
|    policy_gradient_loss | 0.313     |
|    std                  | 0.02      |
|    value_loss           | 0.184     |
---------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 24       |
|    ep_reward_mean       | 3.85     |
|    mimic_body_reward    | 0.0371   |
|    mimic_body_vel_re... | 0.00873  |
|    mimic_contact_reward | 0.038    |
|    mimic_ee_reward      | 0.00139  |
|    mimic_qpos_reward    | 0.0144   |
|    mimic_qvel_reward    | 0        |
| time/                   |          |
|    fps                  | 313      |
|    iterations           | 73       |
|    time_elapsed         | 955      |
|    total_timesteps      | 299008   |
| train/                  |          |
|    approx_kl            | 9.300306 |
|    clip_fraction        | 0.966    |
|    clip_range           | 0.2      |
|    entropy_loss         | 57.3     |
|    explained_variance   | 0.903    |
|    learning_rate        | 0.0001   |
|    loss                 | 0.283    |
|    n_updates            | 216      |
|    policy_gradient_loss | 0.265    |
|    std                  | 0.02     |
|    value_loss           | 0.146    |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 24.9       |
|    ep_reward_mean       | 3.96       |
|    mimic_body_reward    | 0.0745     |
|    mimic_body_vel_re... | 0.0199     |
|    mimic_contact_reward | 0.054      |
|    mimic_ee_reward      | 0.00552    |
|    mimic_qpos_reward    | 0.0357     |
|    mimic_qvel_reward    | 0          |
| time/                   |            |
|    fps                  | 313        |
|    iterations           | 74         |
|    time_elapsed         | 968        |
|    total_timesteps      | 303104     |
| train/                  |            |
|    approx_kl            | 10.4872265 |
|    clip_fraction        | 0.965      |
|    clip_range           | 0.2        |
|    entropy_loss         | 57.3       |
|    explained_variance   | 0.887      |
|    learning_rate        | 0.0001     |
|    loss                 | 0.298      |
|    n_updates            | 219        |
|    policy_gradient_loss | 0.295      |
|    std                  | 0.02       |
|    value_loss           | 0.154      |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 24.4     |
|    ep_reward_mean       | 4.02     |
|    mimic_body_reward    | 0.0704   |
|    mimic_body_vel_re... | 0.0137   |
|    mimic_contact_reward | 0.058    |
|    mimic_ee_reward      | 0.00586  |
|    mimic_qpos_reward    | 0.0367   |
|    mimic_qvel_reward    | 0        |
| time/                   |          |
|    fps                  | 313      |
|    iterations           | 75       |
|    time_elapsed         | 981      |
|    total_timesteps      | 307200   |
| train/                  |          |
|    approx_kl            | 10.73385 |
|    clip_fraction        | 0.971    |
|    clip_range           | 0.2      |
|    entropy_loss         | 57.3     |
|    explained_variance   | 0.836    |
|    learning_rate        | 0.0001   |
|    loss                 | 0.317    |
|    n_updates            | 222      |
|    policy_gradient_loss | 0.265    |
|    std                  | 0.02     |
|    value_loss           | 0.18     |
--------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 23.9      |
|    ep_reward_mean       | 4.04      |
|    mimic_body_reward    | 0.0711    |
|    mimic_body_vel_re... | 0.0138    |
|    mimic_contact_reward | 0.042     |
|    mimic_ee_reward      | 0.00672   |
|    mimic_qpos_reward    | 0.0359    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 76        |
|    time_elapsed         | 994       |
|    total_timesteps      | 311296    |
| train/                  |           |
|    approx_kl            | 10.004998 |
|    clip_fraction        | 0.966     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.865     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.259     |
|    n_updates            | 225       |
|    policy_gradient_loss | 0.31      |
|    std                  | 0.02      |
|    value_loss           | 0.19      |
---------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 24.8     |
|    ep_reward_mean       | 4.1      |
|    mimic_body_reward    | 0.086    |
|    mimic_body_vel_re... | 0.0116   |
|    mimic_contact_reward | 0.048    |
|    mimic_ee_reward      | 0.00634  |
|    mimic_qpos_reward    | 0.045    |
|    mimic_qvel_reward    | 0        |
| time/                   |          |
|    fps                  | 312      |
|    iterations           | 77       |
|    time_elapsed         | 1007     |
|    total_timesteps      | 315392   |
| train/                  |          |
|    approx_kl            | 9.238333 |
|    clip_fraction        | 0.965    |
|    clip_range           | 0.2      |
|    entropy_loss         | 57.3     |
|    explained_variance   | 0.862    |
|    learning_rate        | 0.0001   |
|    loss                 | 0.339    |
|    n_updates            | 228      |
|    policy_gradient_loss | 0.696    |
|    std                  | 0.02     |
|    value_loss           | 0.185    |
--------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 24.5      |
|    ep_reward_mean       | 3.98      |
|    mimic_body_reward    | 0.0336    |
|    mimic_body_vel_re... | 0.0078    |
|    mimic_contact_reward | 0.052     |
|    mimic_ee_reward      | 0.00231   |
|    mimic_qpos_reward    | 0.0309    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 78        |
|    time_elapsed         | 1020      |
|    total_timesteps      | 319488    |
| train/                  |           |
|    approx_kl            | 10.968105 |
|    clip_fraction        | 0.969     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.834     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.25      |
|    n_updates            | 231       |
|    policy_gradient_loss | 0.773     |
|    std                  | 0.02      |
|    value_loss           | 0.217     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 24.5      |
|    ep_reward_mean       | 3.91      |
|    mimic_body_reward    | 0.0633    |
|    mimic_body_vel_re... | 0.00623   |
|    mimic_contact_reward | 0.054     |
|    mimic_ee_reward      | 0.00411   |
|    mimic_qpos_reward    | 0.0307    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 79        |
|    time_elapsed         | 1033      |
|    total_timesteps      | 323584    |
| train/                  |           |
|    approx_kl            | 10.213874 |
|    clip_fraction        | 0.966     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.861     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.352     |
|    n_updates            | 234       |
|    policy_gradient_loss | 0.37      |
|    std                  | 0.02      |
|    value_loss           | 0.202     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 25.1      |
|    ep_reward_mean       | 4.16      |
|    mimic_body_reward    | 0.0636    |
|    mimic_body_vel_re... | 0.0173    |
|    mimic_contact_reward | 0.04      |
|    mimic_ee_reward      | 0.00158   |
|    mimic_qpos_reward    | 0.0179    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 80        |
|    time_elapsed         | 1047      |
|    total_timesteps      | 327680    |
| train/                  |           |
|    approx_kl            | 10.464111 |
|    clip_fraction        | 0.967     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.875     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.34      |
|    n_updates            | 237       |
|    policy_gradient_loss | 0.278     |
|    std                  | 0.02      |
|    value_loss           | 0.157     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 24.3      |
|    ep_reward_mean       | 4.03      |
|    mimic_body_reward    | 0.0514    |
|    mimic_body_vel_re... | 0.0139    |
|    mimic_contact_reward | 0.042     |
|    mimic_ee_reward      | 0.00596   |
|    mimic_qpos_reward    | 0.0297    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 81        |
|    time_elapsed         | 1060      |
|    total_timesteps      | 331776    |
| train/                  |           |
|    approx_kl            | 14.286207 |
|    clip_fraction        | 0.971     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.875     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.336     |
|    n_updates            | 240       |
|    policy_gradient_loss | 0.333     |
|    std                  | 0.02      |
|    value_loss           | 0.159     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 24.4      |
|    ep_reward_mean       | 3.96      |
|    mimic_body_reward    | 0.0914    |
|    mimic_body_vel_re... | 0.0243    |
|    mimic_contact_reward | 0.094     |
|    mimic_ee_reward      | 0.00751   |
|    mimic_qpos_reward    | 0.0527    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 82        |
|    time_elapsed         | 1073      |
|    total_timesteps      | 335872    |
| train/                  |           |
|    approx_kl            | 10.854355 |
|    clip_fraction        | 0.968     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.906     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.315     |
|    n_updates            | 243       |
|    policy_gradient_loss | 0.32      |
|    std                  | 0.02      |
|    value_loss           | 0.13      |
---------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 24.9     |
|    ep_reward_mean       | 3.93     |
|    mimic_body_reward    | 0.0466   |
|    mimic_body_vel_re... | 0.00416  |
|    mimic_contact_reward | 0.028    |
|    mimic_ee_reward      | 0.00413  |
|    mimic_qpos_reward    | 0.0297   |
|    mimic_qvel_reward    | 0        |
| time/                   |          |
|    fps                  | 312      |
|    iterations           | 83       |
|    time_elapsed         | 1086     |
|    total_timesteps      | 339968   |
| train/                  |          |
|    approx_kl            | 9.952381 |
|    clip_fraction        | 0.97     |
|    clip_range           | 0.2      |
|    entropy_loss         | 57.3     |
|    explained_variance   | 0.875    |
|    learning_rate        | 0.0001   |
|    loss                 | 0.274    |
|    n_updates            | 246      |
|    policy_gradient_loss | 0.262    |
|    std                  | 0.02     |
|    value_loss           | 0.168    |
--------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 25.7     |
|    ep_reward_mean       | 4.1      |
|    mimic_body_reward    | 0.0735   |
|    mimic_body_vel_re... | 0.0241   |
|    mimic_contact_reward | 0.062    |
|    mimic_ee_reward      | 0.0057   |
|    mimic_qpos_reward    | 0.0307   |
|    mimic_qvel_reward    | 0        |
| time/                   |          |
|    fps                  | 312      |
|    iterations           | 84       |
|    time_elapsed         | 1099     |
|    total_timesteps      | 344064   |
| train/                  |          |
|    approx_kl            | 9.318051 |
|    clip_fraction        | 0.969    |
|    clip_range           | 0.2      |
|    entropy_loss         | 57.3     |
|    explained_variance   | 0.896    |
|    learning_rate        | 0.0001   |
|    loss                 | 0.317    |
|    n_updates            | 249      |
|    policy_gradient_loss | 0.278    |
|    std                  | 0.02     |
|    value_loss           | 0.148    |
--------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 24.3      |
|    ep_reward_mean       | 4.01      |
|    mimic_body_reward    | 0.0715    |
|    mimic_body_vel_re... | 0.00733   |
|    mimic_contact_reward | 0.038     |
|    mimic_ee_reward      | 0.00496   |
|    mimic_qpos_reward    | 0.0436    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 85        |
|    time_elapsed         | 1113      |
|    total_timesteps      | 348160    |
| train/                  |           |
|    approx_kl            | 12.854324 |
|    clip_fraction        | 0.969     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.876     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.352     |
|    n_updates            | 252       |
|    policy_gradient_loss | 0.282     |
|    std                  | 0.02      |
|    value_loss           | 0.155     |
---------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 25.6     |
|    ep_reward_mean       | 4.11     |
|    mimic_body_reward    | 0.057    |
|    mimic_body_vel_re... | 0.0137   |
|    mimic_contact_reward | 0.08     |
|    mimic_ee_reward      | 0.00349  |
|    mimic_qpos_reward    | 0.0314   |
|    mimic_qvel_reward    | 0        |
| time/                   |          |
|    fps                  | 312      |
|    iterations           | 86       |
|    time_elapsed         | 1126     |
|    total_timesteps      | 352256   |
| train/                  |          |
|    approx_kl            | 9.343361 |
|    clip_fraction        | 0.963    |
|    clip_range           | 0.2      |
|    entropy_loss         | 57.3     |
|    explained_variance   | 0.879    |
|    learning_rate        | 0.0001   |
|    loss                 | 0.244    |
|    n_updates            | 255      |
|    policy_gradient_loss | 0.274    |
|    std                  | 0.02     |
|    value_loss           | 0.168    |
--------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 25.5      |
|    ep_reward_mean       | 4.2       |
|    mimic_body_reward    | 0.0453    |
|    mimic_body_vel_re... | 0.00913   |
|    mimic_contact_reward | 0.026     |
|    mimic_ee_reward      | 0.00182   |
|    mimic_qpos_reward    | 0.0159    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 87        |
|    time_elapsed         | 1139      |
|    total_timesteps      | 356352    |
| train/                  |           |
|    approx_kl            | 11.760429 |
|    clip_fraction        | 0.967     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.883     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.328     |
|    n_updates            | 258       |
|    policy_gradient_loss | 0.342     |
|    std                  | 0.02      |
|    value_loss           | 0.179     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 26.1      |
|    ep_reward_mean       | 4.1       |
|    mimic_body_reward    | 0.058     |
|    mimic_body_vel_re... | 0.0125    |
|    mimic_contact_reward | 0.056     |
|    mimic_ee_reward      | 0.00647   |
|    mimic_qpos_reward    | 0.0502    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 88        |
|    time_elapsed         | 1152      |
|    total_timesteps      | 360448    |
| train/                  |           |
|    approx_kl            | 10.045764 |
|    clip_fraction        | 0.963     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.847     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.251     |
|    n_updates            | 261       |
|    policy_gradient_loss | 0.25      |
|    std                  | 0.02      |
|    value_loss           | 0.215     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 26.3      |
|    ep_reward_mean       | 3.9       |
|    mimic_body_reward    | 0.0462    |
|    mimic_body_vel_re... | 0.0169    |
|    mimic_contact_reward | 0.058     |
|    mimic_ee_reward      | 0.00361   |
|    mimic_qpos_reward    | 0.0248    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 89        |
|    time_elapsed         | 1165      |
|    total_timesteps      | 364544    |
| train/                  |           |
|    approx_kl            | 11.443306 |
|    clip_fraction        | 0.965     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.864     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.353     |
|    n_updates            | 264       |
|    policy_gradient_loss | 0.269     |
|    std                  | 0.02      |
|    value_loss           | 0.19      |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 24.8      |
|    ep_reward_mean       | 3.8       |
|    mimic_body_reward    | 0.0584    |
|    mimic_body_vel_re... | 0.0168    |
|    mimic_contact_reward | 0.05      |
|    mimic_ee_reward      | 0.00546   |
|    mimic_qpos_reward    | 0.0301    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 90        |
|    time_elapsed         | 1179      |
|    total_timesteps      | 368640    |
| train/                  |           |
|    approx_kl            | 10.175459 |
|    clip_fraction        | 0.968     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.87      |
|    learning_rate        | 0.0001    |
|    loss                 | 0.328     |
|    n_updates            | 267       |
|    policy_gradient_loss | 0.294     |
|    std                  | 0.02      |
|    value_loss           | 0.165     |
---------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 25.7     |
|    ep_reward_mean       | 3.96     |
|    mimic_body_reward    | 0.0364   |
|    mimic_body_vel_re... | 0.0148   |
|    mimic_contact_reward | 0.05     |
|    mimic_ee_reward      | 0.00299  |
|    mimic_qpos_reward    | 0.0181   |
|    mimic_qvel_reward    | 0        |
| time/                   |          |
|    fps                  | 312      |
|    iterations           | 91       |
|    time_elapsed         | 1192     |
|    total_timesteps      | 372736   |
| train/                  |          |
|    approx_kl            | 8.796428 |
|    clip_fraction        | 0.963    |
|    clip_range           | 0.2      |
|    entropy_loss         | 57.3     |
|    explained_variance   | 0.857    |
|    learning_rate        | 0.0001   |
|    loss                 | 0.307    |
|    n_updates            | 270      |
|    policy_gradient_loss | 0.335    |
|    std                  | 0.02     |
|    value_loss           | 0.171    |
--------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 24.8     |
|    ep_reward_mean       | 3.98     |
|    mimic_body_reward    | 0.0566   |
|    mimic_body_vel_re... | 0.00889  |
|    mimic_contact_reward | 0.028    |
|    mimic_ee_reward      | 0.00589  |
|    mimic_qpos_reward    | 0.0451   |
|    mimic_qvel_reward    | 0        |
| time/                   |          |
|    fps                  | 312      |
|    iterations           | 92       |
|    time_elapsed         | 1205     |
|    total_timesteps      | 376832   |
| train/                  |          |
|    approx_kl            | 9.55372  |
|    clip_fraction        | 0.969    |
|    clip_range           | 0.2      |
|    entropy_loss         | 57.3     |
|    explained_variance   | 0.837    |
|    learning_rate        | 0.0001   |
|    loss                 | 0.321    |
|    n_updates            | 273      |
|    policy_gradient_loss | 0.244    |
|    std                  | 0.02     |
|    value_loss           | 0.185    |
--------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 26        |
|    ep_reward_mean       | 4.33      |
|    mimic_body_reward    | 0.0515    |
|    mimic_body_vel_re... | 0.0108    |
|    mimic_contact_reward | 0.058     |
|    mimic_ee_reward      | 0.00275   |
|    mimic_qpos_reward    | 0.0147    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 93        |
|    time_elapsed         | 1218      |
|    total_timesteps      | 380928    |
| train/                  |           |
|    approx_kl            | 11.622912 |
|    clip_fraction        | 0.967     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.868     |
|    learning_rate        | 0.0001    |
|    loss                 | 0.388     |
|    n_updates            | 276       |
|    policy_gradient_loss | 0.279     |
|    std                  | 0.02      |
|    value_loss           | 0.168     |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 26.1       |
|    ep_reward_mean       | 4.35       |
|    mimic_body_reward    | 0.0569     |
|    mimic_body_vel_re... | 0.00865    |
|    mimic_contact_reward | 0.048      |
|    mimic_ee_reward      | 0.00355    |
|    mimic_qpos_reward    | 0.0283     |
|    mimic_qvel_reward    | 0          |
| time/                   |            |
|    fps                  | 312        |
|    iterations           | 94         |
|    time_elapsed         | 1232       |
|    total_timesteps      | 385024     |
| train/                  |            |
|    approx_kl            | 10.2861595 |
|    clip_fraction        | 0.967      |
|    clip_range           | 0.2        |
|    entropy_loss         | 57.3       |
|    explained_variance   | 0.838      |
|    learning_rate        | 0.0001     |
|    loss                 | 0.354      |
|    n_updates            | 279        |
|    policy_gradient_loss | 0.273      |
|    std                  | 0.02       |
|    value_loss           | 0.208      |
----------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 25.7     |
|    ep_reward_mean       | 4.19     |
|    mimic_body_reward    | 0.0769   |
|    mimic_body_vel_re... | 0.0194   |
|    mimic_contact_reward | 0.068    |
|    mimic_ee_reward      | 0.00632  |
|    mimic_qpos_reward    | 0.0367   |
|    mimic_qvel_reward    | 0        |
| time/                   |          |
|    fps                  | 312      |
|    iterations           | 95       |
|    time_elapsed         | 1245     |
|    total_timesteps      | 389120   |
| train/                  |          |
|    approx_kl            | 9.788052 |
|    clip_fraction        | 0.968    |
|    clip_range           | 0.2      |
|    entropy_loss         | 57.3     |
|    explained_variance   | 0.824    |
|    learning_rate        | 0.0001   |
|    loss                 | 0.27     |
|    n_updates            | 282      |
|    policy_gradient_loss | 0.282    |
|    std                  | 0.02     |
|    value_loss           | 0.217    |
--------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 25.4      |
|    ep_reward_mean       | 4.19      |
|    mimic_body_reward    | 0.0363    |
|    mimic_body_vel_re... | 0.00168   |
|    mimic_contact_reward | 0.03      |
|    mimic_ee_reward      | 0.00265   |
|    mimic_qpos_reward    | 0.0197    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 96        |
|    time_elapsed         | 1258      |
|    total_timesteps      | 393216    |
| train/                  |           |
|    approx_kl            | 12.458471 |
|    clip_fraction        | 0.97      |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.81      |
|    learning_rate        | 0.0001    |
|    loss                 | 0.319     |
|    n_updates            | 285       |
|    policy_gradient_loss | 0.337     |
|    std                  | 0.02      |
|    value_loss           | 0.222     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 25.2      |
|    ep_reward_mean       | 4.1       |
|    mimic_body_reward    | 0.0443    |
|    mimic_body_vel_re... | 0.00927   |
|    mimic_contact_reward | 0.038     |
|    mimic_ee_reward      | 0.00338   |
|    mimic_qpos_reward    | 0.0275    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 97        |
|    time_elapsed         | 1272      |
|    total_timesteps      | 397312    |
| train/                  |           |
|    approx_kl            | 11.667612 |
|    clip_fraction        | 0.968     |
|    clip_range           | 0.2       |
|    entropy_loss         | 57.3      |
|    explained_variance   | 0.86      |
|    learning_rate        | 0.0001    |
|    loss                 | 0.377     |
|    n_updates            | 288       |
|    policy_gradient_loss | 0.27      |
|    std                  | 0.02      |
|    value_loss           | 0.206     |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 25.3      |
|    ep_reward_mean       | 4.36      |
|    mimic_body_reward    | 0.0525    |
|    mimic_body_vel_re... | 0.0144    |
|    mimic_contact_reward | 0.03      |
|    mimic_ee_reward      | 0.00726   |
|    mimic_qpos_reward    | 0.0359    |
|    mimic_qvel_reward    | 0         |
| time/                   |           |
|    fps                  | 312       |
|    iterations           | 98        |
|    time_elapsed         | 1285      |
